新宿,8,0.756977685193,0.0,0.756977685193,0.756977685193
池袋,9,0.862211471258,0.0,0.862211471258,0.862211471258
東京,6,0.892499963436,0.0,0.892499963436,0.892499963436
横浜,9,0.84952334537,0.0,0.84952334537,0.84952334537
渋谷,6,0.949745220547,0.0,0.949745220547,0.949745220547
品川,5,0.845307889489,0.0,0.845307889489,0.845307889489
秋葉原,7,0.966058929765,0.0,0.966058929765,0.966058929765
川崎,3,0.889065972952,0.0,0.889065972952,0.889065972952
北千住,6,0.877902175028,0.0,0.877902175028,0.877902175028
高田馬場,6,0.865418174538,0.0,0.865418174538,0.865418174538
上野,6,0.935666238804,0.0,0.935666238804,0.935666238804
立川,4,0.953314843524,0.0,0.953314843524,0.953314843524
田町,2,1.0,0.0,1.0,1.0
中野,3,0.835532982534,0.0,0.835532982534,0.835532982534
蒲田,4,0.938790490068,0.0,0.938790490068,0.938790490068
吉祥寺,3,0.992689945982,0.0,0.992689945982,0.992689945982
恵比寿,4,0.979345136113,0.0,0.979345136113,0.979345136113
船橋,3,0.993246787307,0.0,0.993246787307,0.993246787307
五反田,5,0.991501188955,0.0,0.991501188955,0.991501188955
武蔵小杉,6,0.965376578909,0.0,0.965376578909,0.965376578909
町田,4,0.992938392938,0.0,0.992938392938,0.992938392938
戸塚,4,0.982744881358,0.0,0.982744881358,0.982744881358
国分寺,4,0.922654039397,0.0,0.922654039397,0.922654039397
目黒,4,0.944708118893,0.0,0.944708118893,0.944708118893
藤沢,5,0.931191607349,0.0,0.931191607349,0.931191607349
日暮里,5,0.850077216514,0.0,0.850077216514,0.850077216514
千葉,6,0.874446076032,0.0,0.874446076032,0.874446076032
御茶ノ水,5,0.923702847232,0.0,0.923702847232,0.923702847232
津田沼,2,0.990149669335,0.0,0.990149669335,0.990149669335
大井町,5,0.986420367983,0.0,0.986420367983,0.986420367983
松戸,3,0.972810336055,0.0,0.972810336055,0.972810336055
西日暮里,5,0.946352549813,0.0,0.946352549813,0.946352549813
神田,5,0.913619697549,0.0,0.913619697549,0.913619697549
大森,2,1.0,0.0,1.0,1.0
三鷹,2,0.961802406433,0.0,0.961802406433,0.961802406433
四ツ谷,5,0.864574215727,0.0,0.864574215727,0.864574215727
飯田橋,8,0.903740856121,0.0,0.903740856121,0.903740856121
荻窪,2,0.997762863535,0.0,0.997762863535,0.997762863535
仙台,4,0.991457183674,0.0,0.991457183674,0.991457183674
京都,7,0.915189088373,0.0,0.915189088373,0.915189088373
天王寺,8,0.89068068566,0.0,0.89068068566,0.89068068566
京橋,8,0.888091661299,0.0,0.888091661299,0.888091661299
三宮,7,0.88952612128,0.0,0.88952612128,0.88952612128
鶴橋,5,0.935431082412,0.0,0.935431082412,0.935431082412
広島,3,0.957699146158,0.0,0.957699146158,0.957699146158
神戸,2,1.0,0.0,1.0,1.0
岡山,5,0.835267229481,0.0,0.835267229481,0.835267229481
高槻,2,1.0,0.0,1.0,1.0
新今宮,4,0.988507407017,0.0,0.988507407017,0.988507407017
新大阪,4,0.994637441412,0.0,0.994637441412,0.994637441412
明石,4,0.915956544121,0.0,0.915956544121,0.915956544121
姫路,4,0.97970559251,0.0,0.97970559251,0.97970559251
北新地,2,1.0,0.0,1.0,1.0
元町,4,0.936814798194,0.0,0.936814798194,0.936814798194
茨木,2,0.998316498316,0.0,0.998316498316,0.998316498316
尼崎,4,0.800247536125,0.0,0.800247536125,0.800247536125
住吉,3,0.557921523755,0.0,0.557921523755,0.557921523755
垂水,4,0.941145725806,0.0,0.941145725806,0.941145725806
山科,5,0.903072205185,0.0,0.903072205185,0.903072205185
宝塚,4,0.937997494621,0.0,0.937997494621,0.937997494621
住道,2,0.997967479675,0.0,0.997967479675,0.997967479675
西明石,2,0.991242403394,0.0,0.991242403394,0.991242403394
芦屋,2,0.997747747748,0.0,0.997747747748,0.997747747748
南草津,2,0.997903563941,0.0,0.997903563941,0.997903563941
草津,3,0.926144328024,0.0,0.926144328024,0.926144328024
ユニバーサルシティ,2,1.0,0.0,1.0,1.0
福島,5,0.750561769041,0.0,0.750561769041,0.750561769041
難波,7,0.921767462988,0.0,0.921767462988,0.921767462988
六甲道,2,1.0,0.0,1.0,1.0
立花,2,0.997747747748,0.0,0.997747747748,0.997747747748
石山,4,0.957213531159,0.0,0.957213531159,0.957213531159
王寺,4,0.920492348636,0.0,0.920492348636,0.920492348636
伊丹,2,1.0,0.0,1.0,1.0
灘,2,0.997967479675,0.0,0.997967479675,0.997967479675
森ノ宮,5,0.977860004179,0.0,0.977860004179,0.977860004179
大阪天満宮,2,1.0,0.0,1.0,1.0
三国ヶ丘,2,0.995614035088,0.0,0.995614035088,0.995614035088
大正,3,0.983722843976,0.0,0.983722843976,0.983722843976
加古川,3,0.993443264163,0.0,0.993443264163,0.993443264163
摂津本山,2,1.0,0.0,1.0,1.0
新鎌ヶ谷,8,0.853824410336,0.0,0.853824410336,0.853824410336
新横浜,4,0.996728454588,0.0,0.996728454588,0.996728454588
銀座,6,0.958163616352,0.0,0.958163616352,0.958163616352
永田町,6,0.948944658795,0.0,0.948944658795,0.948944658795
練馬,5,0.824309477323,0.0,0.824309477323,0.824309477323
大手町,9,0.921335225427,0.0,0.921335225427,0.921335225427
